0,78,85,90
1,86,56,90
2,92,55,90
3,100,75,87
4,90,79,85
5,97,83,85
6,102,90,68
7,100,87,61
8,102,61,75
9,101,58,89
10,94,56,73
11,71,78,79
12,98,56,89
13,89,76,76
14,94,76,89
15,97,74,93
16,72,91,93
17,72,85,79
18,95,88,90
19,72,88,79
20,95,85,65
21,72,82,85
22,95,87,76
23,98,87,68
24,98,59,90
25,99,59,62
26,86,77,87
27,86,84,91
28,92,86,79
29,91,80,82
